order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_estimated_delivery_date,customer_state,total_price,total_frieght,item_count,target,is_late
2017-05-15 17:04:10,2017-05-16 06:35:25,2017-05-18 08:37:12,2017-07-05,MG,39.9,26.67,1,5,0
2018-06-17 19:37:41,2018-06-18 09:01:19,2018-06-18 13:09:00,2018-07-12,SP,40.0,18.38,1,2,0
2018-02-17 11:28:48,2018-02-17 11:47:25,2018-02-19 20:37:40,2018-03-09,SP,27.99,11.85,1,4,0
2017-11-26 15:47:11,2017-11-26 15:56:29,2017-11-27 23:08:56,2017-12-15,SP,58.9,17.12,1,9,0
2018-02-19 21:10:06,2018-02-20 07:27:16,2018-02-21 19:22:55,2018-03-05,SP,89.9,16.35,1,4,0
2017-11-21 21:11:07,2017-11-21 21:47:03,2017-11-22 15:25:05,2017-12-08,SP,38.9,11.85,1,5,0
2017-12-22 00:50:48,2017-12-22 01:09:41,2017-12-27 17:00:31,2018-01-22,ES,39.0,16.11,1,16,0
2017-12-28 14:22:24,2017-12-28 14:32:21,2018-01-02 19:24:27,2018-01-17,SP,99.9,12.4,1,2,0
2018-01-18 17:00:14,2018-01-20 09:08:04,2018-01-26 14:13:46,2018-02-02,SP,165.0,8.41,1,1,0
2018-04-24 10:08:08,2018-04-25 10:12:49,2018-04-26 15:23:00,2018-05-09,SP,65.99,12.43,1,1,0
2018-05-04 13:55:53,2018-05-04 14:12:44,2018-05-04 15:10:00,2018-05-21,SP,13.65,8.29,1,3,0
2017-11-22 23:13:13,2017-11-22 23:26:20,2017-11-23 21:12:54,2017-12-12,MG,24.98,24.96,2,4,0
2018-07-17 15:27:59,2018-07-17 15:45:13,2018-07-24 15:22:00,2018-08-03,PR,33.9,18.29,1,6,0
2017-08-04 15:17:18,2017-08-04 15:30:14,2017-08-07 14:22:20,2017-09-06,BA,78.0,18.12,1,21,0
2017-05-11 15:10:52,2017-05-11 15:22:01,2017-05-16 12:56:30,2017-06-12,SP,22.9,11.85,1,6,0
2018-03-28 17:15:08,2018-03-28 17:28:05,2018-04-02 15:57:29,2018-04-26,RS,69.0,23.06,1,17,0
2018-04-09 20:18:23,2018-04-09 20:30:16,2018-04-11 18:24:43,2018-05-10,BA,330.0,22.34,1,13,0
2018-08-05 23:13:32,2018-08-06 23:05:14,2018-08-08 15:30:00,2018-08-29,PE,364.0,64.8,1,6,0
2018-06-07 12:42:02,2018-06-07 12:58:30,2018-06-08 11:47:00,2018-06-25,GO,179.0,13.69,1,3,0
2018-04-04 09:52:29,2018-04-04 10:10:06,2018-04-11 19:58:23,2018-04-20,PR,12.35,13.47,1,1,0
2018-03-05 21:23:10,2018-03-05 21:30:36,2018-03-06 20:13:33,2018-03-29,SP,130.0,9.32,1,3,0
2017-09-09 21:36:02,2017-09-09 21:50:10,2017-09-11 21:39:44,2017-09-21,SP,76.49,8.73,1,3,0
2017-04-19 21:20:47,2017-04-24 23:32:12,2017-04-28 09:49:06,2017-05-09,SP,439.76,26.36,1,7,0
2017-03-02 17:35:21,2017-03-02 17:45:17,2017-03-03 08:50:27,2017-03-21,SP,11.9,8.72,1,5,0
2018-01-24 12:52:59,2018-01-25 02:39:20,2018-01-29 18:17:13,2018-02-19,SP,279.9,13.46,1,3,0
2018-01-14 10:08:34,2018-01-16 03:50:21,2018-01-22 19:54:37,2018-01-30,SP,134.17,27.38,1,1,0
2016-10-08 20:17:50,2016-10-09 14:34:30,2016-10-14 22:45:26,2016-11-30,RJ,99.99,11.23,1,4,0
2018-03-19 20:44:44,2018-03-21 15:35:28,2018-03-23 00:54:48,2018-04-24,RJ,109.95,18.36,1,28,0
2018-02-13 14:44:19,2018-02-13 15:07:58,2018-02-14 19:12:33,2018-02-21,SP,59.99,9.34,1,9,1
2018-03-15 20:59:23,2018-03-16 20:55:47,2018-03-24 00:56:47,2018-04-18,MG,349.9,27.13,1,10,0
2017-01-20 19:33:29,2017-01-20 19:45:13,2017-01-23 11:52:31,2017-02-28,SP,47.0,11.74,1,7,0
2017-06-08 08:27:25,2017-06-09 02:22:56,2017-06-13 12:08:59,2017-07-03,SC,62.9,16.2,1,6,0
2018-04-26 17:28:49,2018-04-28 02:55:26,2018-04-30 13:22:00,2018-05-17,SP,128.75,13.31,1,4,0
2017-09-02 16:05:34,2017-09-02 16:23:34,2017-09-12 19:55:32,2017-09-15,SP,3.85,7.78,1,0,0
2017-11-29 18:15:23,2017-11-29 19:08:23,2017-12-07 15:49:03,2018-01-02,BA,199.0,17.83,1,11,0
2018-04-17 15:21:32,2018-04-18 17:58:44,2018-04-19 18:03:40,2018-05-04,SP,69.9,12.43,1,1,0
2017-12-03 21:15:23,2017-12-05 04:12:21,2017-12-07 22:57:03,2018-01-02,MG,40.0,15.1,1,28,1
2017-10-13 11:46:19,2017-10-13 11:56:16,2017-10-18 16:28:12,2017-10-26,SP,90.0,9.44,1,2,0
2017-09-19 18:46:41,2017-09-19 19:04:25,2017-09-20 18:32:42,2017-10-10,CE,49.0,17.63,1,13,0
2017-10-30 22:57:40,2017-10-30 23:40:07,2017-11-07 12:28:58,2017-11-24,RJ,181.7,50.1,3,14,0
2017-12-18 18:53:39,2017-12-18 20:30:34,2017-12-19 17:12:18,2018-01-05,SP,79.0,11.76,1,0,0
2018-08-21 14:20:40,2018-08-21 14:30:56,2018-08-25 08:38:00,2018-09-26,MG,179.99,19.99,1,5,0
2018-05-03 11:08:27,2018-05-04 04:11:39,2018-05-09 15:48:00,2018-05-25,SP,99.9,0.0,1,5,0
2018-04-29 17:11:58,2018-05-01 05:13:57,2018-05-04 14:29:00,2018-05-23,MG,21.9,18.23,1,10,0
2018-04-20 15:41:54,2018-04-24 18:44:54,2018-04-23 18:00:19,2018-05-21,CE,110.0,38.16,2,14,0
2018-01-13 18:57:59,2018-01-13 19:10:10,2018-01-19 00:16:37,2018-02-08,GO,122.99,14.61,1,6,0
2018-01-05 09:43:00,2018-01-05 09:50:27,2018-01-08 23:34:19,2018-02-02,SC,110.0,18.02,1,10,0
2017-10-09 17:27:45,2017-10-10 17:35:48,2017-10-17 11:32:07,2017-10-30,RJ,189.9,49.94,1,10,0
2018-08-15 20:51:44,2018-08-17 03:09:40,2018-08-17 13:17:00,2018-08-31,MT,23.0,22.09,1,12,0
2018-08-20 22:54:11,2018-08-20 23:09:34,2018-08-22 13:16:00,2018-08-29,SP,56.0,18.69,1,5,0
2017-12-04 11:02:18,2017-12-04 16:31:57,2017-12-08 23:47:13,2017-12-27,SP,149.99,21.02,1,11,0
2017-06-09 13:17:09,2017-06-09 13:30:19,2017-06-16 14:26:29,2017-07-05,RJ,279.0,15.7,1,6,0
2017-03-20 10:40:52,2017-03-20 10:40:52,2017-03-21 09:36:45,2017-04-18,PE,67.9,14.24,1,3,0
2018-04-16 17:24:04,2018-04-16 18:55:26,2018-04-19 00:16:51,2018-05-16,MA,145.77,51.52,1,21,0
2018-03-20 13:20:40,2018-03-22 02:49:50,2018-03-23 00:16:41,2018-04-09,MG,59.99,16.39,1,20,1
2017-10-20 16:36:14,2017-10-20 17:49:25,2017-10-24 11:28:36,2017-11-13,SP,138.0,25.81,1,3,0
2017-09-28 18:52:53,2017-09-29 03:36:01,2017-09-29 20:02:08,2017-10-24,MG,239.99,22.17,1,3,0
2018-08-17 13:47:44,2018-08-17 14:35:18,2018-08-20 15:25:00,2018-08-24,RJ,49.9,11.61,1,2,0
2018-01-11 15:19:31,2018-01-11 15:29:22,2018-01-24 23:48:04,2018-02-09,MG,85.0,15.34,1,11,0
2017-11-18 14:43:33,2017-11-18 14:55:27,2017-11-21 20:37:10,2017-12-07,SP,48.9,15.1,1,6,0
2018-04-28 22:29:19,2018-04-28 22:53:14,2018-04-30 13:27:00,2018-05-23,SP,59.99,14.51,1,5,0
2018-08-03 10:23:31,2018-08-04 04:10:24,2018-08-06 10:03:00,2018-08-16,RS,42.0,15.39,1,4,0
2018-07-31 16:21:04,2018-08-01 04:35:10,2018-08-02 14:48:00,2018-08-24,SP,477.0,82.23,3,5,0
2017-02-09 23:40:48,2017-02-10 01:05:13,2017-02-10 15:02:26,2017-03-14,RS,39.9,17.19,1,9,0
2017-07-23 21:16:53,2017-07-23 21:30:20,2017-07-27 19:45:32,2017-08-22,RJ,49.95,15.1,1,6,0
2017-04-13 16:09:20,2017-04-13 16:22:23,2017-04-19 16:24:57,2017-05-17,BA,129.89,41.8,2,19,0
2017-11-27 12:06:38,2017-11-28 04:31:14,2017-11-29 20:24:49,2017-12-21,RJ,89.99,45.09,1,4,0
2017-01-18 12:27:53,2017-01-18 12:41:46,2017-01-19 15:55:22,2017-03-10,RN,43.9,26.61,1,10,0
2018-07-20 16:38:17,2018-07-24 10:31:30,2018-07-31 16:05:00,2018-08-14,MG,125.9,21.49,1,2,0
2018-01-06 15:01:01,2018-01-09 07:26:38,2018-01-09 23:44:09,2018-02-09,PE,145.0,27.55,1,13,0
2017-08-20 19:33:26,2017-08-20 19:50:18,2017-08-21 19:54:50,2017-09-01,SP,49.99,7.78,1,0,0
2018-03-09 21:37:45,2018-03-09 21:45:38,2018-03-12 16:18:32,2018-04-16,RJ,274.9,19.8,1,22,0
2018-06-04 12:22:27,2018-06-05 14:31:50,2018-06-06 07:46:00,2018-06-28,SP,10.8,7.87,1,1,0
2018-01-12 00:57:09,2018-01-12 01:07:43,2018-01-16 22:44:09,2018-02-02,SP,185.0,25.6,1,2,0
2018-08-03 23:23:50,2018-08-03 23:35:14,2018-08-07 10:52:00,2018-08-16,MG,101.0,19.9,1,7,0
2017-10-19 16:38:04,2017-10-19 16:49:50,2017-10-20 16:42:29,2017-11-07,SP,59.9,13.44,1,4,0
2017-03-15 13:15:43,2017-03-15 13:15:43,2017-03-21 09:12:27,2017-04-03,SP,42.99,10.96,1,3,0
2017-01-27 16:31:12,2017-01-31 04:38:25,2017-01-31 09:38:28,2017-03-16,SP,23.9,18.0,1,7,0
2017-06-11 10:43:14,2017-06-11 10:55:13,2017-06-12 11:32:31,2017-07-05,MG,357.0,17.25,1,15,0
2017-06-27 10:57:42,2017-06-28 02:44:10,2017-06-29 11:17:57,2017-07-19,SC,89.99,14.38,1,9,0
2018-05-21 11:39:50,2018-05-21 15:31:47,2018-05-22 12:24:00,2018-05-29,SP,27.9,7.87,1,2,0
2017-03-18 19:09:39,2017-03-18 19:09:39,2017-03-20 09:49:03,2017-04-10,SP,57.5,17.14,1,7,0
2017-06-16 14:15:16,2017-06-17 03:42:22,2017-06-21 18:43:45,2017-07-06,SP,18.9,11.85,1,4,0
2018-06-22 12:04:50,2018-06-22 12:36:22,2018-06-27 11:42:00,2018-07-30,MT,120.0,71.13,1,7,0
2018-03-12 09:51:54,2018-03-12 10:15:32,2018-03-13 23:46:47,2018-03-22,SP,179.49,9.02,1,0,0
2018-06-14 10:05:20,2018-06-15 02:58:45,2018-06-15 11:58:00,2018-06-26,SP,78.0,7.81,1,3,0
2018-01-13 10:05:13,2018-01-13 10:12:32,2018-01-15 18:52:00,2018-02-19,AL,157.8,21.9,1,8,0
2018-03-26 09:23:55,2018-03-26 09:35:38,2018-03-28 21:28:27,2018-04-12,SP,75.9,13.89,1,4,0
2018-07-25 16:18:46,2018-07-25 16:30:20,2018-07-26 14:31:00,2018-08-13,MG,89.9,18.73,1,4,0
2018-04-26 09:09:16,2018-04-26 21:50:20,2018-04-27 15:01:00,2018-05-28,RJ,105.3,18.62,1,5,0
2017-07-25 21:38:56,2017-07-25 21:50:38,2017-07-26 18:39:45,2017-08-18,RS,25.6,16.11,1,8,0
2018-08-09 21:31:29,2018-08-09 21:44:55,2018-08-13 09:56:00,2018-08-22,SP,259.99,26.8,1,2,0
2018-07-18 10:31:28,2018-07-18 10:45:12,2018-07-20 12:59:00,2018-08-06,SP,35.8,25.58,2,2,0
2017-05-08 14:55:05,2017-05-08 15:05:29,2017-05-19 19:48:01,2017-06-08,RJ,124.99,15.62,1,10,0
2018-05-27 19:10:54,2018-05-27 19:35:12,2018-05-30 13:29:00,2018-07-03,GO,89.9,16.6,1,5,0
2018-06-05 00:05:17,2018-06-05 00:15:18,2018-06-05 13:21:00,2018-07-23,RS,289.9,19.91,1,13,0
2018-01-06 14:29:44,2018-01-06 14:39:22,2018-01-09 01:51:32,2018-02-08,RJ,374.97,22.99,3,2,0
2018-05-08 16:43:15,2018-05-08 17:11:33,2018-05-09 13:58:00,2018-05-24,MG,34.99,18.23,1,9,0
2017-10-08 20:15:06,2017-10-08 20:28:20,2017-10-11 22:43:03,2017-11-01,RJ,283.2,19.26,1,7,0
2017-03-01 11:31:23,2017-03-01 11:42:26,2017-03-06 17:11:39,2017-03-22,SP,32.0,14.11,1,2,0
2017-08-22 15:18:18,2017-08-23 02:47:52,2017-08-25 19:32:47,2017-09-14,SP,419.9,41.87,1,2,0
2017-10-17 18:29:09,2017-10-17 18:42:11,2017-10-23 23:05:29,2017-11-03,SP,119.49,13.86,1,2,0
2018-06-30 09:23:11,2018-06-30 09:30:32,2018-07-03 10:39:00,2018-08-03,SP,39.9,67.42,1,8,0
2018-03-04 19:34:22,2018-03-04 19:48:46,2018-03-08 17:26:19,2018-03-22,MG,39.9,16.6,1,19,1
2017-09-29 23:22:03,2017-09-29 23:35:08,2017-09-30 14:03:37,2017-11-01,PE,42.99,25.63,1,12,0
2017-07-17 16:04:40,2017-07-17 16:15:19,2017-07-18 14:47:40,2017-08-11,SP,66.99,12.48,1,1,0
2018-05-06 16:56:31,2018-05-07 09:13:51,2018-05-08 09:14:00,2018-05-16,SP,89.8,11.25,1,1,0
2018-02-15 21:25:43,2018-02-15 21:35:22,2018-02-17 17:58:28,2018-03-09,DF,149.99,14.8,1,4,0
2018-02-24 12:50:07,2018-02-27 03:31:03,2018-02-28 22:08:33,2018-03-26,BA,149.99,18.62,1,13,0
2018-05-06 18:38:05,2018-05-07 09:31:49,2018-05-07 15:33:00,2018-06-04,SC,80.0,27.04,2,4,0
2018-01-04 21:38:09,2018-01-05 02:35:24,2018-01-05 23:14:30,2018-01-22,SP,49.9,8.72,1,0,0
2017-08-26 08:46:15,2017-08-26 09:04:16,2017-08-30 10:37:52,2017-09-14,SP,56.9,12.74,1,5,0
2017-11-14 22:07:22,2017-11-17 03:35:27,2017-11-17 18:18:47,2017-12-14,MG,159.9,20.36,1,10,0
2017-12-03 18:43:36,2017-12-03 18:54:22,2017-12-07 01:12:48,2018-01-02,MG,49.9,8.11,1,1,0
2017-06-29 19:23:58,2017-06-29 19:35:21,2017-07-03 15:44:42,2017-07-19,SP,103.95,18.62,1,4,0
2018-03-17 23:06:17,2018-03-17 23:27:44,2018-03-20 16:11:43,2018-04-02,SP,69.9,12.43,1,1,0
2017-11-17 19:46:08,2017-11-17 21:31:03,2017-11-21 12:57:04,2017-12-20,RS,441.89,105.39999999999999,4,8,0
2018-02-04 01:43:58,2018-02-04 02:43:30,2018-02-16 19:48:29,2018-02-21,SP,29.99,7.78,1,3,0
2017-11-05 22:41:44,2017-11-07 07:30:34,2017-11-16 19:05:09,2017-11-27,PR,89.4,28.2,2,4,0
2017-05-19 08:48:02,2017-05-19 09:02:31,2017-05-19 14:55:19,2017-06-12,RJ,126.99,21.73,1,6,0
2017-05-09 15:19:43,2017-05-09 15:30:23,2017-05-10 14:24:57,2017-06-02,BA,89.0,17.06,1,15,0
2018-02-06 13:32:02,2018-02-06 15:55:47,2018-02-08 20:21:36,2018-03-08,MG,219.0,19.1,1,6,0
2017-09-09 22:15:52,2017-09-09 22:30:20,2017-09-11 18:17:36,2017-10-03,MG,14.9,20.84,1,11,0
2018-02-05 09:02:02,2018-02-05 09:10:29,2018-02-07 19:33:37,2018-03-02,RJ,115.3,17.06,1,9,0
2017-12-01 13:05:08,2017-12-03 13:12:59,2017-12-06 22:58:50,2017-12-29,SP,36.0,11.85,1,5,0
2018-08-03 16:04:18,2018-08-03 16:15:15,2018-08-06 09:25:00,2018-08-27,PA,64.49,37.36,1,7,0
2017-04-23 11:33:03,2017-04-23 11:42:10,2017-04-25 08:47:25,2017-05-30,BA,169.99,30.23,1,16,0
2017-11-07 21:39:50,2017-11-07 21:51:28,2017-11-09 17:58:57,2017-11-27,RJ,64.9,14.04,1,1,0
2017-12-01 23:22:57,2017-12-01 23:32:12,2017-12-04 15:49:00,2018-01-04,BA,219.9,20.78,1,33,1
2018-07-31 21:52:10,2018-07-31 22:24:19,2018-08-02 18:45:00,2018-08-09,SP,19.2,8.88,1,20,1
2018-03-05 20:13:00,2018-03-05 20:28:46,2018-03-07 23:29:02,2018-03-26,SP,79.0,14.64,1,4,0
2018-03-25 16:55:38,2018-03-25 17:10:30,2018-03-29 04:54:48,2018-04-19,MG,590.0,22.01,1,19,0
2017-07-17 16:45:15,2017-07-17 16:55:15,2017-07-18 18:38:46,2017-07-28,SP,129.99,12.11,1,9,1
2017-02-14 16:25:43,2017-02-15 16:32:22,2017-02-16 15:14:27,2017-03-30,CE,309.0,28.42,1,13,0
2018-08-16 10:37:06,2018-08-16 10:45:19,2018-08-17 16:04:00,2018-08-27,SC,69.9,19.68,1,10,1
2017-11-25 16:14:20,2017-11-25 16:31:20,2017-11-27 20:24:28,2017-12-11,SP,27.99,7.78,1,0,0
2018-02-08 21:56:53,2018-02-09 21:55:28,2018-02-14 19:34:01,2018-02-22,SP,194.65,10.18,1,3,0
2017-12-28 08:02:02,2017-12-28 08:12:30,2018-01-03 20:46:56,2018-01-23,SP,99.8,26.86,2,5,0
2017-11-29 13:26:05,2017-11-29 13:37:17,2017-11-29 21:45:42,2017-12-19,RJ,94.0,20.15,1,22,1
2017-12-18 11:08:30,2017-12-18 12:45:31,2017-12-18 20:55:54,2018-01-12,RJ,120.9,45.69,1,8,0
2018-08-09 15:39:32,2018-08-09 17:25:18,2018-08-17 13:59:00,2018-09-18,SP,18.95,13.47,1,5,0
2018-08-23 15:50:07,2018-08-23 16:05:38,2018-08-23 15:31:00,2018-09-06,SP,134.99,23.75,1,4,0
2018-07-19 11:07:26,2018-07-19 11:23:01,2018-07-20 12:26:00,2018-08-09,GO,168.9,19.28,1,11,0
2018-03-07 12:49:40,2018-03-09 02:10:41,2018-03-09 21:38:45,2018-03-28,SP,55.0,19.08,1,13,0
2017-12-14 07:18:31,2017-12-16 07:11:24,2017-12-19 21:32:09,2018-01-11,MG,13.65,15.1,1,14,0
2017-09-22 14:02:12,2017-09-23 02:25:43,2017-09-26 17:29:54,2017-10-16,SP,119.8,26.88,2,6,0
2017-05-24 14:14:36,2017-05-25 14:22:18,2017-05-29 09:55:40,2017-06-20,MG,160.99,17.57,1,7,0
2017-02-05 22:32:10,2017-02-05 22:42:00,2017-02-06 14:04:55,2017-03-15,PA,159.0,47.61,1,10,0
2018-04-24 16:46:34,2018-04-24 19:08:49,2018-04-25 12:42:00,2018-05-18,TO,30.9,19.04,1,8,0
2017-12-28 16:36:34,2017-12-28 16:47:22,2017-12-29 17:22:44,2018-01-30,RJ,57.9,15.16,1,6,0
2017-01-17 18:42:36,2017-01-17 18:50:19,2017-01-26 11:53:38,2017-02-15,SP,38.9,11.16,1,14,0
2017-04-23 15:34:25,2017-04-23 15:50:09,2017-04-24 12:17:08,2017-05-11,MG,58.2,11.02,1,4,0
2018-08-23 09:57:21,2018-08-23 10:10:18,2018-08-23 14:03:00,2018-09-11,MG,94.9,18.76,1,5,0
2017-12-04 20:42:58,2017-12-04 20:54:53,2017-12-07 19:32:49,2017-12-27,MG,79.9,16.81,1,7,0
2017-08-04 08:01:02,2017-08-04 08:15:10,2017-08-07 11:59:59,2017-09-05,ES,50.0,16.6,1,4,0
2018-01-13 13:35:32,2018-01-13 13:48:55,2018-01-17 16:46:55,2018-01-30,SP,29.5,9.94,1,8,0
2018-07-27 20:53:08,2018-07-27 21:10:09,2018-07-30 07:55:00,2018-08-21,SP,34.9,15.34,1,4,0
2018-06-10 13:17:39,2018-06-10 13:37:01,2018-06-12 17:26:00,2018-07-11,SP,160.0,19.0,1,2,0
2017-10-03 21:09:37,2017-10-05 02:49:48,2017-10-06 21:03:55,2017-11-07,PB,109.99,34.57,1,17,0
2018-05-10 08:53:11,2018-05-10 09:11:43,2018-05-10 13:37:00,2018-05-25,MG,75.0,15.41,1,5,0
2018-04-10 14:22:03,2018-04-10 14:35:09,2018-04-13 21:04:40,2018-04-26,SP,1298.9,15.96,1,3,0
2018-02-11 11:01:47,2018-02-11 11:10:23,2018-02-14 15:35:58,2018-03-09,MG,45.0,16.11,1,8,0
2017-03-30 11:59:33,2017-03-31 02:10:38,2017-04-04 09:24:49,2017-05-02,MG,55.0,14.56,1,3,0
2017-12-09 13:29:01,2017-12-09 13:51:44,2017-12-11 23:12:43,2018-01-04,SP,35.9,16.11,1,23,1
2018-03-31 10:43:46,2018-03-31 10:55:21,2018-04-04 01:52:39,2018-04-18,PR,72.0,13.62,1,2,0
2018-01-26 17:16:34,2018-01-26 17:39:18,2018-01-29 22:19:08,2018-02-14,SP,109.9,12.47,1,4,0
2018-02-16 16:22:10,2018-02-16 16:35:35,2018-02-17 01:08:33,2018-03-21,MG,168.0,34.06,2,16,0
2017-05-04 12:40:54,2017-05-04 13:10:22,2017-05-08 22:13:59,2017-06-06,SP,278.9,42.48,2,14,0
2018-05-11 10:04:25,2018-05-11 10:17:43,2018-05-11 13:56:00,2018-06-14,RJ,13.65,15.23,1,17,0
2018-02-20 10:13:40,2018-02-21 12:05:56,2018-02-22 20:09:11,2018-03-15,MG,189.9,39.17,1,4,0
2018-02-27 14:01:27,2018-02-27 14:15:26,2018-02-28 21:37:20,2018-03-23,DF,229.69,18.86,1,8,0
2018-07-04 07:49:08,2018-07-05 16:33:16,2018-07-04 11:57:00,2018-07-17,PR,99.9,13.53,1,1,0
2018-06-24 18:54:43,2018-06-24 19:20:08,2018-06-25 15:21:00,2018-07-18,ES,79.99,18.36,1,7,0
2017-02-18 15:41:49,2017-02-18 16:20:15,2017-02-21 12:41:37,2017-03-17,SP,6.9,10.96,1,8,0
2017-12-04 22:26:52,2017-12-05 10:30:42,2017-12-11 19:28:24,2018-01-02,MG,239.99,18.93,1,14,0
2018-08-06 12:43:05,2018-08-08 03:30:21,2018-08-08 14:10:00,2018-08-14,SC,98.0,35.95,2,1,0
2017-09-30 07:55:03,2017-09-30 08:07:19,2017-10-17 19:09:26,2017-11-01,MG,35.0,15.1,1,6,0
2017-07-22 17:22:21,2017-07-22 17:35:21,2017-07-27 19:35:51,2017-08-23,SE,79.9,38.11,1,19,0
2017-06-27 11:28:35,2017-06-29 03:04:08,2017-06-30 13:12:47,2017-07-21,RS,17.0,15.1,1,11,0
2018-08-01 18:17:39,2018-08-01 18:44:04,2018-08-03 15:10:00,2018-08-13,SP,30.0,12.87,1,6,0
2017-06-11 01:32:05,2017-06-11 01:42:53,2017-06-14 13:37:08,2017-07-03,SP,13.98,11.85,1,4,0
2017-09-01 03:53:31,2017-09-01 04:05:32,2017-09-01 15:36:42,2017-09-21,MG,149.99,15.81,1,14,0
2018-01-21 20:54:08,2018-01-22 13:59:03,2018-01-23 19:18:58,2018-02-19,PR,34.99,15.1,1,5,0
2017-11-17 19:51:15,2017-11-17 20:56:08,2017-11-22 21:22:49,2017-11-30,SP,60.0,11.73,1,0,0
2017-09-15 15:08:16,2017-09-15 15:26:53,2017-09-20 21:22:11,2017-10-03,SP,59.9,13.44,1,6,0
2018-01-20 12:38:11,2018-01-20 12:50:59,2018-01-23 03:13:18,2018-02-15,MG,54.9,16.14,1,6,0
2017-12-08 18:47:35,2017-12-08 19:12:11,2017-12-12 21:23:33,2018-01-09,RJ,166.99,27.49,1,4,0
2018-07-13 08:48:58,2018-07-13 09:05:11,2018-07-17 13:46:00,2018-08-06,SC,29.3,19.4,1,5,0
2018-04-04 09:54:42,2018-04-05 09:50:13,2018-04-05 21:58:50,2018-04-16,SP,34.9,11.15,1,3,0
2018-08-14 17:26:15,2018-08-14 18:24:01,2018-08-20 10:57:00,2018-09-06,SP,189.9,19.63,1,4,0
2018-04-20 20:12:31,2018-04-24 18:16:44,2018-04-24 17:15:50,2018-05-25,BA,186.9,23.02,1,27,0
2017-07-11 19:58:43,2017-07-12 02:24:14,2017-07-12 19:12:11,2017-07-31,MG,87.0,12.74,1,11,0
2018-05-07 22:38:02,2018-05-07 22:52:39,2018-05-09 11:21:00,2018-05-28,SP,84.9,19.56,1,7,0
2018-04-18 14:29:17,2018-04-18 14:51:13,2018-04-20 01:56:20,2018-05-15,PB,99.49,23.2,1,18,0
2017-04-25 20:16:31,2017-04-25 20:25:13,2017-04-28 11:16:29,2017-05-24,PR,45.9,14.52,1,13,0
2017-04-25 18:51:59,2017-04-25 19:05:08,2017-04-27 15:10:00,2017-05-12,SP,39.9,8.72,1,11,0
2018-07-22 16:18:31,2018-07-23 12:31:45,2018-07-25 13:32:00,2018-08-14,PE,679.0,18.23,1,6,0
2018-08-25 14:23:47,2018-08-25 14:35:24,2018-08-27 12:38:00,2018-08-31,SP,95.4,11.69,1,1,0
2018-08-20 16:20:58,2018-08-20 16:50:31,2018-08-21 15:24:00,2018-08-30,SP,92.0,9.39,1,1,0
2017-11-24 12:08:06,2017-11-26 12:11:19,2017-11-27 16:47:03,2017-12-27,AL,44.5,21.15,1,19,0
2017-08-17 14:35:17,2017-08-17 15:06:12,2017-08-21 14:33:00,2017-09-11,DF,19.9,12.6,1,25,1
2018-03-29 19:12:52,2018-03-29 19:27:53,2018-04-04 18:21:59,2018-04-24,SC,79.98,36.46,2,5,0
2018-04-12 17:36:07,2018-04-14 02:31:39,2018-04-17 00:16:47,2018-05-02,RJ,14.3,18.23,1,13,0
2018-08-21 11:28:41,2018-08-21 12:20:35,2018-08-21 18:33:00,2018-09-03,SP,37.8,25.59,2,3,0
2018-03-26 18:11:31,2018-03-26 18:27:59,2018-03-28 17:06:43,2018-04-25,RS,49.95,19.32,1,12,0
2018-04-08 11:43:25,2018-04-08 11:55:17,2018-04-09 18:51:30,2018-04-20,SP,49.0,8.82,1,2,0
2017-03-30 15:13:10,2017-04-04 05:45:22,2017-04-06 10:26:45,2017-04-25,SP,59.9,11.81,1,5,0
2018-01-09 14:14:03,2018-01-10 14:58:32,2018-01-11 18:53:39,2018-02-01,MG,68.0,14.23,1,5,0
2018-04-19 22:37:24,2018-04-19 22:54:00,2018-04-20 18:56:47,2018-05-18,RJ,40.99,17.93,1,20,0
2017-02-08 14:04:09,2017-02-10 02:43:19,2017-02-13 10:25:02,2017-03-07,SP,108.0,11.37,1,7,0
2018-01-07 16:49:57,2018-01-07 16:57:24,2018-01-09 21:04:40,2018-02-02,SP,109.9,14.5,1,6,0
2018-01-25 00:21:59,2018-01-26 03:18:31,2018-01-29 19:52:59,2018-02-09,SP,77.9,11.75,1,1,0
2016-10-09 22:44:21,2016-10-10 11:03:33,2016-10-14 11:03:34,2016-12-02,MG,380.0,39.06,1,3,0
2017-12-05 13:59:56,2017-12-05 14:31:04,2017-12-06 03:51:56,2017-12-28,RJ,129.99,15.67,1,30,1
2017-11-03 21:56:38,2017-11-03 22:31:29,2017-11-09 15:39:23,2017-11-30,BA,59.8,33.58,2,7,0
2018-06-05 10:37:35,2018-06-05 14:32:05,2018-06-06 18:58:00,2018-06-29,SP,199.9,13.83,1,1,0
2017-11-09 17:04:35,2017-11-09 17:15:35,2017-11-10 15:46:49,2017-11-29,SP,65.99,11.96,1,11,0
2018-07-28 13:12:54,2018-07-28 13:44:38,2018-08-03 14:34:00,2018-08-15,MG,159.99,19.22,1,6,0
2017-07-28 12:10:15,2017-07-28 12:23:23,2017-07-31 18:03:06,2017-08-23,DF,56.9,15.15,1,10,0
2017-06-29 23:22:27,2017-06-29 23:35:20,2017-07-03 14:32:21,2017-07-21,RJ,444.0,18.87,1,10,0
